id_cliente,fecha_registro,edad,genero,region,estado_civil,ingreso_mensual,gasto_mensual,deuda_total,score_crediticio,antiguedad_meses,frecuencia_compra,ultima_compra_dias,uso_app,tipo_plan,num_productos,tiene_tarjeta_credito,canal_registro,dia_semana_registro,hora_registro,codigo_postal,abandono
11496,2021-11-16,46,Masculino,Sur,Soltero,641813.6095448479,572549.9081371598,1153711.1587134711,459.647989181301,50,9,261,Bajo,Estandar,3,1,App,Jueves,22,7248,0
11497,2022-01-24,53,Femenino,Centro,Casado,1118804.3175168152,235294.22086404654,2277557.8938184767,413.72871803475766,119,10,275,Medio,Premium,1,1,Web,Domingo,21,7422,1
11498,2021-08-09,55,Femenino,Sur,Divorciado,422811.78214412945,569600.0370334166,1080964.7527981617,750.8690622271349,42,5,219,Medio,Premium,3,0,Web,Sabado,18,4627,0
11499,2022-07-23,58,Otro,Centro,Divorciado,935616.1566857502,497218.44958255196,1522171.367438611,517.8497914310833,44,4,64,Bajo,Estandar,4,0,Tienda,Martes,3,6937,0
11500,2018-02-16,21,Otro,Sur,Divorciado,385397.643027102,561860.0520829911,1455157.9663636016,656.0982430264027,37,12,253,Alto,Basico,3,1,Tienda,Jueves,15,9733,0
11501,2019-05-23,48,Masculino,Sur,Soltero,613879.9571610006,477681.88595896884,1589328.8714622108,565.4074662327038,86,1,126,Alto,Estandar,2,0,Web,Miercoles,9,1855,0
11502,2019-05-05,58,Otro,Norte,Casado,537388.5562916109,507316.8156806632,1502383.8604709636,669.8967336804092,97,14,149,Bajo,Basico,4,1,App,Jueves,17,5372,1
11503,2019-11-25,46,Otro,Sur,Casado,912494.6795114786,447390.06898277096,205583.38930785097,523.3556903352379,106,10,114,Medio,Premium,2,1,App,Sabado,22,5391,0
11504,2020-12-19,79,Femenino,Norte,Casado,804278.3283332728,674066.2481325278,447214.0309781991,603.2229549994772,87,18,184,Alto,Basico,2,1,App,Lunes,2,3518,0
11505,2022-07-15,75,Femenino,Sur,Casado,651618.0864384043,225561.65442242782,1349940.5219019945,581.8593142586196,50,13,172,Medio,Basico,1,0,App,Sabado,15,3753,0
11506,2019-10-08,68,Femenino,Sur,Casado,1518803.250232955,428124.35316822235,3316480.5996552575,,65,12,6,Alto,Basico,2,0,App,Martes,14,9540,0
11507,2021-02-01,51,Femenino,Centro,Soltero,530953.9847006208,564627.7960045332,1924796.9179423566,650.3230546634255,73,1,116,Medio,Basico,1,1,Web,Domingo,9,3817,1
11508,2018-11-07,46,Masculino,Norte,Soltero,992395.9860481686,570219.988597986,3317758.724711209,671.0678924889162,109,11,25,Medio,Basico,4,0,Tienda,Viernes,22,5577,1
11509,2018-10-18,49,Femenino,Centro,Divorciado,838615.6739353873,586542.1159639264,2052457.180855274,378.17051173566176,22,7,291,Medio,Basico,5,0,App,Lunes,16,5742,1
11510,2022-11-29,26,Femenino,Norte,Casado,1008979.6352026132,683957.868496419,3632198.2372508766,655.2911535974347,28,15,168,Alto,Premium,5,1,Tienda,Martes,0,5835,0
11511,2019-07-29,25,Masculino,Norte,Casado,462471.72412134294,739781.2184102286,273195.6557342678,706.0786616950677,116,12,298,Medio,Basico,1,1,App,Sabado,0,7098,0
11512,2020-07-24,24,Otro,Norte,Divorciado,563342.3253868094,561596.7915157187,-309202.61135667795,399.01920256517326,35,8,190,Alto,Basico,1,0,Web,Lunes,5,9960,0
11513,2022-12-08,43,Femenino,Sur,Casado,734399.0461388411,647747.0412137838,2322991.9532248164,753.4577439757138,95,1,182,Medio,Estandar,1,0,Web,Sabado,19,2446,1
11514,2023-04-24,63,Masculino,Centro,Casado,1163595.4994204363,534360.5812450286,3436903.9545488213,562.7576671596362,116,18,175,Bajo,Premium,3,0,Tienda,Sabado,1,9642,1
11515,2020-07-04,50,Femenino,Sur,Casado,137889.624881897,357734.96699543163,2808222.2801953773,471.4516721004195,40,14,203,Bajo,Premium,1,0,App,Sabado,9,6511,1
11516,2019-06-29,65,Femenino,Norte,Divorciado,1225032.1539725517,316994.3279477242,1905365.765622722,529.9419420045881,36,11,50,Bajo,Estandar,5,1,Web,Sabado,1,2240,0
11517,2019-09-21,49,Masculino,Sur,Divorciado,1432157.2275251038,392005.22937012016,2102624.4003678784,617.1622635481672,113,19,274,Alto,Basico,3,1,Web,Sabado,9,1862,0
11518,2019-01-28,41,Femenino,Sur,Soltero,500560.80947911646,365759.227299681,1050551.1884736265,759.7462840121622,5,14,41,Alto,Premium,2,0,App,Domingo,8,7505,1
11519,2018-04-29,79,Femenino,Centro,Divorciado,642839.6651807276,275169.76326827414,119565.06625121925,621.8428257350693,49,10,240,Bajo,Basico,5,0,Tienda,Martes,8,5665,1
11520,2019-07-07,30,Masculino,Norte,Casado,805237.2727545551,603115.7345737331,1110916.994954654,711.0975980793362,91,1,261,Alto,Premium,4,0,App,Jueves,8,7721,0
11521,2019-03-26,58,Otro,Centro,Divorciado,797698.930909494,225215.06759522,2099916.8855227064,661.4074599671609,15,1,143,Medio,Basico,1,1,App,Lunes,19,5696,0
11522,2020-12-10,54,Masculino,Norte,Divorciado,1337528.3692922317,315407.86317883304,1379046.175262983,629.5517680973599,69,7,147,Alto,Premium,2,1,Tienda,Jueves,13,7090,0
11523,2021-03-06,62,Masculino,Sur,Casado,625696.3311712844,480607.58056037256,2701673.4598550745,621.0260404263165,13,2,212,Medio,Premium,3,0,Web,Martes,1,9855,0
11524,2022-01-23,39,Otro,Norte,Divorciado,653002.4900194935,780836.6518362607,1159341.8980147894,572.5292364891914,16,15,28,Medio,Premium,4,1,Tienda,Jueves,8,4375,0
11525,2022-11-09,51,Femenino,Centro,Divorciado,328004.9774581665,648409.5497936127,2673112.0985675296,676.2501570444082,88,1,178,Medio,Estandar,4,0,App,Jueves,20,9492,0
11526,2021-06-25,34,Femenino,Centro,Divorciado,637014.8160816052,303768.4209050656,2430384.6849145545,564.6162300741463,32,3,348,Alto,Premium,4,0,Web,Domingo,12,2278,0
11527,2020-10-06,36,Masculino,Centro,Divorciado,,603008.5765739396,2182661.3048325647,717.1489340749565,83,6,110,Medio,Premium,4,1,Web,Lunes,13,6067,0
11528,2021-06-11,44,Femenino,Centro,Divorciado,504265.4322590831,690747.5015278598,3369959.0030243495,512.3688593938118,31,13,118,Medio,Basico,5,1,Web,Lunes,6,8944,0
11529,2020-08-24,33,Otro,Centro,Soltero,915414.5445859025,293385.69081511244,1198230.0851088255,750.9972759514143,73,19,278,Bajo,Estandar,1,0,Web,Sabado,22,1458,0
11530,2020-06-24,24,Masculino,Sur,Casado,650202.6610360723,390165.5841505839,2398126.385790662,551.1043580103916,90,4,65,Bajo,Estandar,4,1,App,Lunes,22,9302,0
11531,2020-07-01,41,Femenino,Centro,Casado,877367.7079603537,645530.4948710167,1535349.6659405015,490.54297325573884,34,13,190,Alto,Premium,4,0,Web,Domingo,9,3615,0
11532,2023-02-09,54,Otro,Centro,Divorciado,721419.5785355541,276820.42132600304,3067686.2013243586,686.6546679149093,57,1,87,Medio,Premium,3,1,Tienda,Sabado,22,2093,0
11533,2018-12-03,58,Femenino,Norte,Soltero,1053012.8379562504,386111.70959467435,2965693.1568662683,556.5997666266188,100,19,102,Medio,Basico,2,1,Tienda,Lunes,4,2482,0
11534,2022-07-28,31,Masculino,Sur,Soltero,770482.0075701306,307728.68545771635,647046.7347324777,697.2606279111858,46,3,114,Bajo,Estandar,3,0,Tienda,Lunes,14,1493,1
11535,2019-04-01,43,Masculino,Norte,Casado,695861.0176106711,598592.6053837232,2873499.8665917492,562.088829877276,42,17,27,Alto,Basico,1,0,Tienda,Sabado,15,8338,0
11536,2018-02-23,31,Otro,Sur,Divorciado,1234725.4370266376,449565.30738740927,752387.7966835287,771.4077857404458,109,3,187,Medio,Basico,5,0,App,Lunes,14,6095,0
11537,2018-09-08,44,Otro,Norte,Divorciado,453170.02736397384,428094.15623657295,3300139.1937624947,508.0210305233683,105,4,106,Medio,Estandar,3,1,Tienda,Viernes,16,9879,0
11538,2018-10-22,77,Femenino,Sur,Divorciado,994794.586068165,412848.69472781103,3394061.089893508,550.4705206536524,69,16,66,Medio,Basico,1,1,Web,Domingo,11,2310,0
11539,2022-12-04,73,Femenino,Centro,Casado,496843.7742088595,393824.7291602682,1207316.1382250255,731.589550648259,60,2,330,Medio,Premium,2,1,Tienda,Martes,1,9926,0
11540,2020-11-10,31,Masculino,Centro,Divorciado,215819.64904158656,376479.3567046101,2608262.0600784286,503.3005376050574,100,4,263,Alto,Basico,5,1,Tienda,Miercoles,6,8290,1
11541,2022-01-29,42,Masculino,Norte,Casado,,477226.74190096796,1510855.0997122512,532.0216980851267,44,17,358,Alto,Premium,3,1,Web,Viernes,21,8800,0
11542,2019-08-26,31,Otro,Sur,Soltero,1089433.9747399075,432094.8073002812,1474460.590917644,754.020915013276,78,17,11,Alto,Basico,4,1,Tienda,Jueves,9,4089,0
11543,2020-06-22,47,Otro,Centro,Soltero,433396.6351024927,410303.5105740926,2192494.5586609826,751.161334617407,57,1,299,Medio,Premium,1,1,Tienda,Viernes,19,2760,1
11544,2018-06-03,33,Otro,Norte,Divorciado,460162.6294159795,325169.2208917773,2555857.916038514,703.1649203343318,69,3,199,Bajo,Estandar,2,0,App,Viernes,1,7333,1
11545,2021-10-24,76,Otro,Sur,Soltero,640441.7418719912,336759.9076416233,1593361.3654483217,541.0231652741058,47,10,80,Medio,Basico,4,1,Tienda,Lunes,18,1776,1
11546,2018-01-09,29,Masculino,Sur,Divorciado,1178314.0327838797,340918.51801751705,2283407.006587966,683.78859457164,53,12,55,Alto,Premium,4,0,Web,Domingo,21,2208,0
11547,2020-07-24,24,Femenino,Norte,Casado,928617.9726140345,512546.87253927754,2077780.9496142513,555.5878051911018,44,3,169,Bajo,Premium,3,0,App,Jueves,0,5399,1
11548,2018-04-18,20,Otro,Norte,Casado,,287523.1068422064,3206281.0423484347,566.3959024285319,4,19,85,Alto,Basico,2,1,Tienda,Sabado,13,5899,0
11549,2019-01-12,44,Femenino,Centro,Casado,811799.0232287282,296690.5906621297,1805523.3634658684,361.71707768401893,49,9,164,Alto,Basico,4,1,App,Domingo,13,2542,1
11550,2022-03-07,71,Masculino,Sur,Soltero,674759.4945509926,234762.27808833442,1350984.150125147,580.3513234574049,63,3,194,Medio,Basico,4,0,Tienda,Lunes,3,4939,1
11551,2019-09-12,32,Otro,Sur,Divorciado,681799.1649377584,393492.0595915553,3197871.6956080445,501.14001836452167,75,18,21,Medio,Premium,4,0,Web,Domingo,8,6606,0
11552,2019-10-26,21,Masculino,Sur,Divorciado,867964.8880913036,27141.86960547371,3120259.064895712,718.7147792443826,114,2,65,Medio,Estandar,3,0,Tienda,Martes,1,5828,0
11553,2021-10-29,45,Otro,Norte,Soltero,734985.7499100872,256597.45871793205,1572692.4965256806,619.7541333763431,90,13,292,Alto,Estandar,3,0,Tienda,Domingo,5,9837,1
11554,2018-05-04,23,Femenino,Norte,Soltero,739910.0044011363,371443.8315351046,2734180.3724564156,605.3032797389681,50,8,68,Bajo,Estandar,1,0,Tienda,Sabado,23,6339,1
11555,2021-01-20,65,Femenino,Norte,Casado,1011905.6503768277,78123.02278047061,1868311.8636417803,585.913047624129,2,18,4,Medio,Estandar,2,0,App,Viernes,16,4619,0
11556,2022-01-08,70,Otro,Centro,Divorciado,928758.0626646129,493671.2784741027,2468435.761237496,459.8594613341701,51,12,270,Alto,Basico,5,0,Web,Martes,14,7556,0
11557,2019-09-06,75,Otro,Sur,Divorciado,668133.6287931569,367258.80628801574,2389029.901457019,501.54205853193196,59,14,120,Alto,Basico,5,0,Web,Miercoles,6,2582,1
11558,2022-03-16,57,Femenino,Norte,Casado,862405.2915735795,485652.3710934699,1803411.362015627,450.51353952380714,40,4,361,Alto,Basico,3,1,Web,Martes,15,8907,1
11559,2020-06-07,52,Masculino,Centro,Divorciado,575962.3592417284,201548.32416987923,3143181.623205143,601.2470025143721,49,11,60,Bajo,Basico,4,0,Web,Jueves,6,1318,0
11560,2020-04-22,38,Masculino,Centro,Soltero,831097.5272102886,648441.5258238683,1762081.475396437,627.3448358693803,106,11,47,Bajo,Estandar,1,0,Tienda,Martes,12,5286,0
11561,2019-11-18,76,Femenino,Centro,Casado,1075542.256803105,414705.65856635576,2631484.0306946877,570.4804805028895,9,7,76,Alto,Estandar,2,0,App,Miercoles,13,5530,0
11562,2020-04-07,45,Femenino,Sur,Divorciado,1085790.8054554746,561588.8889123086,2866781.2535129534,640.9498908740688,71,2,250,Medio,Estandar,3,1,Web,Jueves,9,3322,1
11563,2020-10-02,53,Otro,Norte,Casado,785702.8282598066,282332.73397661623,455174.5516459716,584.1488259661401,100,16,8,Alto,Premium,4,1,Web,Jueves,22,9133,0
11564,2020-01-05,48,Femenino,Centro,Divorciado,1198994.9455260527,350644.1444259537,266011.8005132207,511.7030142383476,87,9,96,Medio,Premium,3,0,Web,Sabado,9,3939,0
11565,2019-01-16,46,Otro,Sur,Casado,826008.1796355725,462719.6133711624,1278009.9826542092,501.31002198641977,73,12,149,Alto,Basico,4,0,App,Jueves,16,4476,1
11566,2022-06-27,52,Masculino,Centro,Soltero,765260.5349660438,562821.2099563336,2355063.492586641,615.0206443268609,78,4,144,Bajo,Estandar,1,0,Web,Sabado,5,9777,1
11567,2020-06-29,38,Masculino,Sur,Soltero,1185013.5602929997,569950.0182878673,368281.6978186609,577.8487538504233,46,8,263,Alto,Basico,4,0,Tienda,Miercoles,11,2483,1
11568,2020-06-16,41,Masculino,Norte,Casado,366168.51972311997,519631.9036554118,3498272.2067427943,646.3808781838494,23,7,270,Bajo,Premium,3,0,Tienda,Domingo,13,5434,0
11569,2018-07-09,25,Otro,Centro,Casado,1061518.724351688,219297.1201893294,2289273.4910692316,537.6156658029845,14,11,14,Medio,Estandar,2,0,App,Viernes,10,4024,0
11570,2022-10-25,67,Femenino,Norte,Soltero,1012172.2937981714,,1435367.6377735543,418.41552792406264,68,17,259,Alto,Estandar,2,1,App,Viernes,23,9032,1
11571,2020-07-26,79,Masculino,Sur,Casado,1023644.0592078432,549465.0983770275,1512695.0665024756,648.0093595953007,77,9,69,Bajo,Basico,4,1,Web,Martes,1,6059,0
11572,2023-06-23,69,Masculino,Norte,Divorciado,1027638.2479502803,313080.4830014046,2543952.520235887,746.9996196582622,99,16,29,Medio,Premium,4,0,Web,Martes,15,8865,0
11573,2020-05-15,56,Femenino,Centro,Casado,525278.2692283225,135232.44413269137,1353773.5016413657,683.9063374686862,3,14,192,Alto,Basico,3,1,Web,Jueves,17,2504,0
11574,2018-05-07,76,Masculino,Sur,Casado,739046.336838741,422696.5658441442,2214293.473068703,680.0762599720902,67,9,134,Bajo,Basico,5,1,Web,Domingo,22,6900,0
11575,2023-04-27,52,Femenino,Centro,Casado,,242171.66970552265,1337415.6238951837,429.5877152324214,36,4,69,Alto,Estandar,5,0,App,Martes,15,7265,0
11576,2019-05-02,21,Otro,Centro,Divorciado,420823.93612720113,376932.89745153865,2257766.749892497,449.6638341097209,79,7,345,Alto,Estandar,5,1,Tienda,Lunes,22,9140,0
11577,2021-05-08,33,Masculino,Norte,Casado,1032481.9569733021,486137.60843707947,2041933.2705740153,632.4926080831025,103,12,180,Alto,Basico,5,1,App,Viernes,22,1607,1
11578,2022-01-01,71,Masculino,Centro,Soltero,749436.9318589695,567059.2731032034,1225662.8939186102,567.4856792897223,33,2,119,Medio,Estandar,5,0,Web,Martes,20,9039,0
11579,2022-08-25,62,Otro,Norte,Soltero,1180734.9566230394,668366.8991461067,4184507.1011111387,429.09193808878047,76,13,61,Alto,Basico,1,0,Web,Jueves,11,8396,1
11580,2022-06-19,41,Femenino,Centro,Divorciado,534387.4625769423,325338.52520494896,2137445.901720661,617.7876325028416,55,12,111,Alto,Estandar,1,1,App,Martes,2,9430,0
11581,2020-06-14,65,Femenino,Norte,Divorciado,676318.5643672551,509696.24364186527,3060845.933875527,779.6201091493168,99,18,97,Alto,Basico,1,1,App,Domingo,9,8708,0
11582,2022-02-15,22,Femenino,Centro,Casado,488510.06222205446,711872.7153551362,1525042.7224201271,775.2892401187084,36,4,155,Bajo,Basico,5,1,Tienda,Miercoles,22,7265,1
11583,2021-01-09,51,Masculino,Norte,Casado,662544.9233833952,358232.9366225616,1022590.0347912576,833.8141605438173,45,11,130,Alto,Estandar,2,0,App,Viernes,1,3991,0
11584,2022-10-07,47,Masculino,Centro,Divorciado,1141204.9658636816,277762.63621666835,1557803.7194033328,545.3855822732412,43,2,72,Alto,Estandar,3,1,Web,Sabado,14,5015,0
11585,2018-01-11,48,Masculino,Centro,Casado,787552.3590990297,500114.7549974201,1004614.3068306223,694.3550281706713,104,3,86,Medio,Basico,5,1,Web,Martes,10,6602,1
11586,2021-01-28,52,Masculino,Sur,Casado,904094.5223829653,601926.6757198126,1461898.0340247024,495.61478764690355,108,5,286,Alto,Basico,4,1,Tienda,Sabado,22,9308,1
11587,2018-10-19,66,Masculino,Centro,Casado,528019.1924668213,421389.7456652785,157368.20218778797,688.1836226943024,63,15,162,Alto,Basico,2,0,Web,Sabado,18,7897,0
11588,2021-10-19,26,Masculino,Sur,Soltero,638044.6568317052,460251.0883575053,2316447.725303888,636.9991070198579,116,14,246,Medio,Premium,4,1,Web,Miercoles,8,4706,0
11589,2019-03-28,78,Femenino,Sur,Soltero,,308337.62596704543,1561544.9555648477,614.1673472374009,111,12,6,Medio,Basico,3,1,Tienda,Domingo,20,9188,0
11590,2020-03-28,20,Otro,Centro,Casado,982726.6176113572,378837.0761879356,2375382.0270376974,673.3374367084889,108,12,253,Medio,Premium,1,0,Web,Miercoles,19,6587,0
11591,2018-10-12,21,Masculino,Centro,Divorciado,583169.9286720238,562165.480426757,2566517.025326719,787.6327674377783,24,19,17,Bajo,Basico,1,1,Tienda,Miercoles,12,8238,1
11592,2018-10-30,37,Masculino,Centro,Divorciado,803333.2127044027,340165.7323061106,3576749.2620154154,582.1953744973753,86,2,269,Medio,Premium,2,1,Web,Lunes,20,9296,0
11593,2019-01-05,24,Otro,Norte,Casado,,338980.58615631366,1667737.0254313964,640.6815258016145,34,19,338,Bajo,Premium,5,1,Tienda,Sabado,13,2873,1
11594,2018-03-13,46,Masculino,Sur,Soltero,702504.1791483955,356851.9114297588,2398763.6791238063,567.6315574495486,76,2,314,Medio,Premium,1,0,Web,Domingo,14,3876,1
11595,2021-02-20,71,Femenino,Centro,Divorciado,592775.2830160621,424796.93994143134,1571816.2797244994,794.7526083191067,90,15,364,Medio,Estandar,1,1,Tienda,Viernes,12,4226,0
11596,2022-01-14,18,Otro,Sur,Soltero,657557.15236139,477941.338663663,2952006.6882582195,613.2614975303534,76,12,299,Alto,Basico,1,1,Web,Domingo,2,9194,1
11597,2023-05-26,48,Otro,Sur,Divorciado,291735.1641411606,425497.90671595285,1608039.6751284436,,95,13,34,Alto,Estandar,2,1,Web,Martes,11,6666,0
11598,2018-02-22,21,Otro,Norte,Soltero,1100047.367906191,522622.15905111324,1363723.373931989,437.56499752032335,107,17,60,Alto,Estandar,1,0,App,Viernes,13,8056,0
11599,2022-03-18,69,Masculino,Sur,Casado,645734.8265714707,461779.80518018326,2359640.4584341096,572.4015255800158,15,13,132,Alto,Premium,3,0,Web,Martes,8,2863,0
11600,2021-11-18,30,Masculino,Sur,Divorciado,991271.8769867325,490492.1583885647,2183837.341888088,736.6016964245916,49,6,149,Medio,Basico,5,1,App,Viernes,22,7155,1
11601,2021-12-27,42,Femenino,Sur,Divorciado,,267948.6309871743,2782534.4552172916,516.6511991411533,91,18,329,Alto,Basico,5,1,Tienda,Lunes,22,9079,1
11602,2021-05-12,22,Femenino,Norte,Soltero,946395.6423203296,443579.7652592273,1725747.5645111213,550.5026503559523,73,8,62,Bajo,Basico,1,1,Tienda,Miercoles,7,8368,1
11603,2020-01-01,62,Masculino,Norte,Divorciado,982981.2639933033,529300.0892884878,1638182.8790721982,565.2035352955631,86,5,62,Bajo,Estandar,4,1,Web,Lunes,3,6402,0
11604,2021-05-07,72,Masculino,Sur,Casado,625698.8374992962,525598.4961652944,2205699.485323445,790.1392481831862,90,10,343,Bajo,Estandar,4,1,App,Martes,22,1202,1
11605,2020-06-21,63,Femenino,Sur,Casado,994143.6572024738,506486.5617536849,1432087.433281877,729.0424824131725,67,5,39,Bajo,Basico,3,0,Tienda,Lunes,16,4462,0
11606,2020-09-01,41,Otro,Sur,Casado,682442.4409103937,388560.40294966876,1993313.9667154974,675.41119612455,60,12,237,Bajo,Premium,5,1,Web,Domingo,19,5159,1
11607,2022-09-09,63,Femenino,Sur,Soltero,1147649.2991134773,269847.0091603048,367420.21758493944,708.6181782798227,110,7,199,Bajo,Estandar,5,1,Web,Lunes,7,5007,0
11608,2018-11-24,64,Masculino,Norte,Soltero,628622.4943631329,519969.0243801964,1892523.233701128,602.313630023113,64,14,2,Medio,Estandar,5,0,App,Lunes,10,5654,0
11609,2019-03-11,65,Masculino,Sur,Soltero,1032892.1134065401,121382.88691024296,1686460.7538359086,590.476297372821,21,18,117,Bajo,Estandar,3,1,Tienda,Lunes,18,9240,0
11610,2022-11-30,69,Otro,Sur,Divorciado,1031331.9365180768,697137.1851766256,1816604.6131645604,599.2532352905873,25,10,204,Medio,Premium,2,0,Tienda,Lunes,12,6100,0
11611,2023-03-01,37,Otro,Centro,Casado,753139.5345467912,331462.4575351313,1412677.731698324,273.78393283618163,69,18,149,Alto,Basico,1,0,Web,Viernes,4,2561,0
11612,2022-12-27,66,Masculino,Norte,Soltero,952234.3255624739,360766.9301833967,1263157.0524160494,516.5955380984392,60,5,347,Bajo,Basico,3,0,App,Miercoles,10,5250,1
11613,2022-05-31,67,Femenino,Norte,Divorciado,528057.4008439808,434471.0471670318,2828404.1410788284,726.1049708808112,52,12,351,Bajo,Estandar,2,1,Tienda,Martes,3,3144,0
11614,2021-10-27,24,Otro,Centro,Casado,1005862.9473504154,463300.9254847178,2141551.8494375846,645.061269977569,107,19,341,Medio,Estandar,1,0,App,Jueves,13,5159,1
11615,2020-06-22,20,Masculino,Centro,Casado,706862.5701841761,484733.68743507727,2440451.3876589825,594.7594558329271,68,12,242,Alto,Basico,5,0,Web,Sabado,6,3222,0
11616,2021-03-02,50,Femenino,Norte,Soltero,660381.4555592447,,1730411.4355448298,748.5310115082185,112,9,325,Bajo,Basico,5,1,Tienda,Jueves,3,7279,1
11617,2018-05-25,67,Masculino,Centro,Soltero,455459.4159835018,387831.3095156937,1339324.2105895788,843.9519452706431,27,13,292,Alto,Premium,5,0,App,Jueves,23,9902,1
11618,2022-08-04,46,Masculino,Sur,Soltero,621532.2569924336,518548.96162902296,3026364.522964447,673.7201738342071,61,18,183,Medio,Basico,5,1,Tienda,Lunes,1,3872,1
11619,2018-06-30,72,Otro,Norte,Divorciado,805690.8529243858,449604.8954074352,1604176.2713378188,701.014640760977,6,3,6,Bajo,Estandar,1,1,App,Lunes,22,6274,0
11620,2020-11-22,56,Femenino,Centro,Casado,572522.0728238121,317731.7779132545,2338733.385603518,637.3894781471325,49,1,73,Medio,Basico,1,1,Tienda,Miercoles,4,3333,0
11621,2021-12-31,35,Otro,Norte,Casado,602530.7546307481,518952.2030536368,3197035.055326673,,35,10,145,Medio,Premium,5,1,Tienda,Jueves,15,4188,1
11622,2021-04-03,70,Femenino,Sur,Soltero,755026.7403117938,454033.86892676516,1067069.1336315065,,52,15,252,Medio,Premium,2,1,App,Martes,2,2735,1
11623,2020-05-02,70,Otro,Centro,Casado,942352.5243730735,422482.0609837507,2113809.415174057,716.4427165807951,88,1,321,Alto,Estandar,1,1,Web,Martes,3,3743,0
11624,2020-04-23,73,Masculino,Centro,Soltero,493538.1104126734,190601.40492647828,1710379.8147222726,758.4982405376343,32,15,272,Alto,Premium,1,1,Web,Jueves,17,8142,0
11625,2020-06-11,42,Femenino,Norte,Casado,606006.1898694437,281929.6248056123,1887743.4162850424,474.70871533244997,16,17,265,Alto,Estandar,3,1,Web,Jueves,12,3023,1
11626,2018-04-27,38,Masculino,Norte,Casado,714277.3294316889,372688.5688206948,1375891.0013747872,650.785652383911,90,11,327,Alto,Premium,5,1,Tienda,Viernes,17,3758,0
11627,2022-09-01,32,Otro,Sur,Casado,523176.94125840976,239406.96672550633,1273567.7290667638,399.41872692827206,68,5,257,Alto,Estandar,1,1,App,Miercoles,15,4733,0
11628,2020-06-20,29,Masculino,Centro,Divorciado,1156245.322571372,426667.54722223687,2694682.382873156,552.9936679147474,12,2,19,Medio,Estandar,1,1,Web,Jueves,20,2982,0
11629,2019-09-30,75,Otro,Sur,Soltero,890238.951810354,524420.4042137472,2350674.570834741,501.87192888915763,40,18,50,Alto,Estandar,2,1,Tienda,Martes,10,3559,1
11630,2022-02-27,39,Femenino,Norte,Soltero,1194622.7001602363,300963.4534762043,2398406.7521661622,482.71442525303,104,11,347,Alto,Estandar,4,0,Web,Sabado,1,4011,0
11631,2018-07-20,73,Masculino,Norte,Casado,581621.8174466623,552262.9736851932,480438.82045209524,546.6187016851292,51,9,139,Bajo,Premium,4,0,Web,Domingo,3,4578,0
11632,2021-03-01,18,Otro,Centro,Divorciado,302500.2175024642,241852.56275680554,2762895.4283598107,582.1973841098596,63,2,4,Alto,Premium,5,1,Web,Sabado,21,7411,0
11633,2022-01-31,26,Femenino,Centro,Divorciado,827176.3161031178,367495.2722519099,2713005.303922474,756.1096903015521,33,1,304,Medio,Premium,3,0,Web,Lunes,12,6369,1
11634,2019-09-11,76,Masculino,Centro,Divorciado,963484.3700100016,433202.7469657436,1802365.7823559677,676.8027910494637,95,17,129,Bajo,Estandar,4,1,Web,Viernes,20,5728,0
11635,2020-09-26,71,Femenino,Sur,Casado,385395.7219296317,387229.64290063817,1991789.1525625642,456.2452810083603,78,9,192,Alto,Estandar,3,1,Tienda,Domingo,7,2835,1
11636,2021-09-03,31,Masculino,Norte,Casado,888286.9805899616,3289.3362383362255,1619677.0063594503,651.0047885393412,9,9,343,Bajo,Basico,3,1,App,Martes,20,4551,1
11637,2020-10-04,38,Otro,Sur,Soltero,1198189.7069178878,540966.7120812293,1259253.0675758314,913.6005193810763,103,2,90,Alto,Basico,2,1,App,Sabado,16,1348,1
11638,2019-12-21,36,Femenino,Norte,Soltero,506022.3880330302,37377.05609645235,7199349.283894235,680.6068478558257,58,12,133,Bajo,Basico,4,1,Tienda,Miercoles,13,8217,0
11639,2020-06-01,64,Femenino,Centro,Soltero,1043223.3499767387,,2193076.069955699,409.93169307808336,66,14,33,Bajo,Premium,1,0,Web,Martes,14,8836,1
11640,2020-02-03,26,Femenino,Centro,Soltero,662727.2506904947,491819.4994241912,2416926.854671093,648.7377009603001,27,7,218,Medio,Estandar,4,1,Tienda,Sabado,12,5337,1
11641,2020-10-20,79,Otro,Sur,Soltero,785184.205714046,320810.86227172584,3239867.807752107,444.3216970894473,63,8,263,Bajo,Premium,3,1,Web,Domingo,7,6022,0
11642,2020-04-28,59,Femenino,Norte,Casado,669082.8314244342,298530.22273328685,1885494.5691338235,542.3700010341951,38,17,193,Bajo,Premium,5,0,Tienda,Miercoles,6,1323,0
11643,2023-02-09,35,Femenino,Norte,Soltero,931337.3289656425,492941.5965695173,2193816.7813453013,673.8939496119735,38,12,15,Alto,Premium,3,0,Web,Sabado,19,4634,1
11644,2020-05-07,27,Otro,Norte,Soltero,746529.1433818999,298220.2528921661,2240119.055556599,714.251644695087,75,3,333,Bajo,Basico,2,0,App,Miercoles,1,8875,1
11645,2020-11-09,50,Femenino,Centro,Soltero,1018660.8364275842,319339.8649223547,2581173.749718447,,57,17,201,Alto,Estandar,1,0,Tienda,Viernes,1,9472,0
11646,2022-01-02,78,Otro,Sur,Divorciado,291579.6263889307,561258.7410108737,1562811.3760758773,729.3942297060612,70,2,106,Medio,Estandar,1,1,Web,Jueves,4,1205,0
